image,prob0,prob1
CHNCXR_0006_0.png,0.9663804769515991,0.03361954167485237
CHNCXR_0008_0.png,0.9477055668830872,0.052294474095106125
CHNCXR_0012_0.png,0.9350577592849731,0.06494218856096268
CHNCXR_0021_0.png,0.9748186469078064,0.02518135868012905
CHNCXR_0027_0.png,0.9833875894546509,0.016612345352768898
CHNCXR_0032_0.png,0.9932876229286194,0.006712432485073805
CHNCXR_0036_0.png,0.992028534412384,0.007971533574163914
CHNCXR_0037_0.png,0.9915550351142883,0.008444955572485924
CHNCXR_0040_0.png,0.9847453236579895,0.015254687517881393
CHNCXR_0048_0.png,0.9818251729011536,0.01817488670349121
CHNCXR_0053_0.png,0.8171482086181641,0.18285183608531952
CHNCXR_0055_0.png,0.9846012592315674,0.015398765914142132
CHNCXR_0066_0.png,0.9893820285797119,0.010617976076900959
CHNCXR_0068_0.png,0.9948038458824158,0.0051960754208266735
CHNCXR_0077_0.png,0.9944637417793274,0.005536216776818037
CHNCXR_0079_0.png,0.9691103100776672,0.030889740213751793
CHNCXR_0082_0.png,0.8697596192359924,0.130240336060524
CHNCXR_0088_0.png,0.6630247831344604,0.33697518706321716
CHNCXR_0096_0.png,0.7976222634315491,0.20237770676612854
CHNCXR_0099_0.png,0.12840977311134338,0.871590256690979
CHNCXR_0104_0.png,0.8891138434410095,0.1108861044049263
CHNCXR_0107_0.png,0.8980392813682556,0.10196072608232498
CHNCXR_0111_0.png,0.962214469909668,0.03778555989265442
CHNCXR_0114_0.png,0.9632115960121155,0.036788370460271835
CHNCXR_0115_0.png,0.9789051413536072,0.021094897761940956
CHNCXR_0116_0.png,0.9866472482681274,0.01335274800658226
CHNCXR_0117_0.png,0.4952070713043213,0.5047929286956787
CHNCXR_0119_0.png,0.5920358300209045,0.40796419978141785
CHNCXR_0139_0.png,0.9920608997344971,0.007939052768051624
CHNCXR_0140_0.png,0.8713921308517456,0.12860780954360962
CHNCXR_0141_0.png,0.9847990870475769,0.015200958587229252
CHNCXR_0163_0.png,0.9929505586624146,0.00704951211810112
